sim_id,strategy,topology,nodes,seed,load,policy_type,policy_param,placement_success,time_s
355,min-energy,hierarchical,20,3997,0.5,degrade,0.4,0.0183333333333333,1.062
356,min-energy,hierarchical,20,3997,0.5,degrade,0.5,0.0244444444444444,1.114
357,min-energy,hierarchical,20,3997,0.5,degrade,0.6,0.0338888888888888,1.21
358,min-energy,hierarchical,20,3997,0.5,kill,0.01,0.005,1.563
359,min-energy,hierarchical,20,3997,0.5,kill,0.05,0.0177777777777777,1.417
360,min-energy,hierarchical,20,3997,0.5,kill,0.1,0.0744444444444444,1.31
361,min-energy,hierarchical,50,42,0.0,degrade,0.4,0.0177777777777777,2.366
362,min-energy,hierarchical,50,42,0.0,degrade,0.5,0.0255555555555555,2.417
363,min-energy,hierarchical,50,42,0.0,degrade,0.6,0.0355555555555555,2.693
364,min-energy,hierarchical,50,42,0.0,kill,0.01,0.6166666666666667,2.716
365,min-energy,hierarchical,50,42,0.0,kill,0.05,0.2783333333333333,2.825
366,min-energy,hierarchical,50,42,0.0,kill,0.1,0.1933333333333333,2.673
367,min-energy,hierarchical,50,42,0.5,degrade,0.4,0.0183333333333333,2.554
368,min-energy,hierarchical,50,42,0.5,degrade,0.5,0.0261111111111111,2.549
369,min-energy,hierarchical,50,42,0.5,degrade,0.6,0.0361111111111111,2.782
370,min-energy,hierarchical,50,42,0.5,kill,0.01,0.5238888888888888,3.02
371,min-energy,hierarchical,50,42,0.5,kill,0.05,0.2161111111111111,3.165
372,min-energy,hierarchical,50,42,0.5,kill,0.1,0.1477777777777777,2.854
373,min-energy,hierarchical,50,3997,0.0,degrade,0.4,0.02,2.198
374,min-energy,hierarchical,50,3997,0.0,degrade,0.5,0.0255555555555555,2.149
375,min-energy,hierarchical,50,3997,0.0,degrade,0.6,0.035,2.473
376,min-energy,hierarchical,50,3997,0.0,kill,0.01,0.6483333333333333,2.334
377,min-energy,hierarchical,50,3997,0.0,kill,0.05,0.44,2.562
378,min-energy,hierarchical,50,3997,0.0,kill,0.1,0.3327777777777778,2.499
379,min-energy,hierarchical,50,3997,0.5,degrade,0.4,0.0183333333333333,2.424
380,min-energy,hierarchical,50,3997,0.5,degrade,0.5,0.0233333333333333,2.697
381,min-energy,hierarchical,50,3997,0.5,degrade,0.6,0.0316666666666666,2.779
382,min-energy,hierarchical,50,3997,0.5,kill,0.01,0.4516666666666666,2.526
383,min-energy,hierarchical,50,3997,0.5,kill,0.05,0.1933333333333333,2.704
384,min-energy,hierarchical,50,3997,0.5,kill,0.1,0.1533333333333333,2.706
385,min-energy,random,20,42,0.0,degrade,0.4,0.0177777777777777,1.037
386,min-energy,random,20,42,0.0,degrade,0.5,0.0233333333333333,1.077
387,min-energy,random,20,42,0.0,degrade,0.6,0.0322222222222222,1.125
388,min-energy,random,20,42,0.0,kill,0.01,0.0,1.537
389,min-energy,random,20,42,0.0,kill,0.05,0.0572222222222222,1.441
390,min-energy,random,20,42,0.0,kill,0.1,0.0161111111111111,1.489
391,min-energy,random,20,42,0.5,degrade,0.4,0.0188888888888888,0.946
392,min-energy,random,20,42,0.5,degrade,0.5,0.0255555555555555,1.045
393,min-energy,random,20,42,0.5,degrade,0.6,0.0338888888888888,1.117
394,min-energy,random,20,42,0.5,kill,0.01,0.0166666666666666,1.635
395,min-energy,random,20,42,0.5,kill,0.05,0.0138888888888888,1.455
396,min-energy,random,20,42,0.5,kill,0.1,0.0111111111111111,1.355
397,min-energy,random,20,3997,0.0,degrade,0.4,0.0183333333333333,0.983
398,min-energy,random,20,3997,0.0,degrade,0.5,0.025,1.025
399,min-energy,random,20,3997,0.0,degrade,0.6,0.0338888888888888,1.092
400,min-energy,random,20,3997,0.0,kill,0.01,0.3466666666666667,1.382
401,min-energy,random,20,3997,0.0,kill,0.05,0.1755555555555555,1.227
402,min-energy,random,20,3997,0.0,kill,0.1,0.1727777777777777,1.29
403,min-energy,random,20,3997,0.5,degrade,0.4,0.0183333333333333,1.015
404,min-energy,random,20,3997,0.5,degrade,0.5,0.0244444444444444,1.094
405,min-energy,random,20,3997,0.5,degrade,0.6,0.0338888888888888,1.115
406,min-energy,random,20,3997,0.5,kill,0.01,0.0033333333333333,1.525
407,min-energy,random,20,3997,0.5,kill,0.05,0.1261111111111111,1.231
408,min-energy,random,20,3997,0.5,kill,0.1,0.0088888888888888,1.414
409,min-energy,random,50,42,0.0,degrade,0.4,0.0177777777777777,2.394
410,min-energy,random,50,42,0.0,degrade,0.5,0.0255555555555555,2.498
411,min-energy,random,50,42,0.0,degrade,0.6,0.0355555555555555,2.618
412,min-energy,random,50,42,0.0,kill,0.01,0.4616666666666666,2.926
413,min-energy,random,50,42,0.0,kill,0.05,0.2483333333333333,2.939
414,min-energy,random,50,42,0.0,kill,0.1,0.2083333333333333,3.048
415,min-energy,random,50,42,0.5,degrade,0.4,0.0027777777777777,2.671
416,min-energy,random,50,42,0.5,degrade,0.5,0.0033333333333333,2.937
417,min-energy,random,50,42,0.5,degrade,0.6,0.005,2.96
418,min-energy,random,50,42,0.5,kill,0.01,0.6916666666666667,2.931
419,min-energy,random,50,42,0.5,kill,0.05,0.1933333333333333,3.351
420,min-energy,random,50,42,0.5,kill,0.1,0.1588888888888888,3.09
421,min-energy,random,50,3997,0.0,degrade,0.4,0.0194444444444444,2.303
422,min-energy,random,50,3997,0.0,degrade,0.5,0.0261111111111111,2.478
423,min-energy,random,50,3997,0.0,degrade,0.6,0.035,2.579
424,min-energy,random,50,3997,0.0,kill,0.01,0.6533333333333333,2.448
425,min-energy,random,50,3997,0.0,kill,0.05,0.4116666666666667,2.723
426,min-energy,random,50,3997,0.0,kill,0.1,0.36,2.571
427,min-energy,random,50,3997,0.5,degrade,0.4,0.0194444444444444,2.76
428,min-energy,random,50,3997,0.5,degrade,0.5,0.0255555555555555,2.987
429,min-energy,random,50,3997,0.5,degrade,0.6,0.035,3.237
430,min-energy,random,50,3997,0.5,kill,0.01,0.4466666666666666,2.877
431,min-energy,random,50,3997,0.5,kill,0.05,0.3366666666666666,2.709
432,min-energy,random,50,3997,0.5,kill,0.1,0.195,2.776
433,first-fit,star,100,42,0.0,degrade,0.4,0.0377777777777777,1.884
434,first-fit,star,100,42,0.0,degrade,0.5,0.0727777777777777,1.943
435,first-fit,star,100,42,0.0,degrade,0.6,0.1061111111111111,1.963
436,first-fit,star,100,42,0.0,kill,0.01,0.87,2.026
437,first-fit,star,100,42,0.0,kill,0.05,0.5788888888888889,2.327
438,first-fit,star,100,42,0.0,kill,0.1,0.4022222222222222,2.428
439,first-fit,star,100,42,0.5,degrade,0.4,0.0483333333333333,2.018
440,first-fit,star,100,42,0.5,degrade,0.5,0.07,1.986
441,first-fit,star,100,42,0.5,degrade,0.6,0.0888888888888888,2.089
442,first-fit,star,100,42,0.5,kill,0.01,0.7,2.676
443,first-fit,star,100,42,0.5,kill,0.05,0.3711111111111111,2.657
444,first-fit,star,100,42,0.5,kill,0.1,0.2611111111111111,2.529
445,first-fit,star,100,3997,0.0,degrade,0.4,0.0661111111111111,1.991
446,first-fit,star,100,3997,0.0,degrade,0.5,0.085,2.047
447,first-fit,star,100,3997,0.0,degrade,0.6,0.1166666666666666,2.006
448,first-fit,star,100,3997,0.0,kill,0.01,0.895,2.397
449,first-fit,star,100,3997,0.0,kill,0.05,0.5666666666666667,2.391
450,first-fit,star,100,3997,0.0,kill,0.1,0.49,2.382
451,first-fit,star,100,3997,0.5,degrade,0.4,0.0622222222222222,2.191
452,first-fit,star,100,3997,0.5,degrade,0.5,0.0833333333333333,2.107
453,first-fit,star,100,3997,0.5,degrade,0.6,0.1155555555555555,2.067
454,first-fit,star,100,3997,0.5,kill,0.01,0.7544444444444445,2.443
455,first-fit,star,100,3997,0.5,kill,0.05,0.525,2.271
456,first-fit,star,100,3997,0.5,kill,0.1,0.3916666666666666,2.539
457,first-fit,hierarchical,100,42,0.0,degrade,0.4,0.0677777777777777,5.672
458,first-fit,hierarchical,100,42,0.0,degrade,0.5,0.0916666666666666,5.424
459,first-fit,hierarchical,100,42,0.0,degrade,0.6,0.1255555555555555,6.627
460,first-fit,hierarchical,100,42,0.0,kill,0.01,0.9216666666666666,7.369
461,first-fit,hierarchical,100,42,0.0,kill,0.05,0.7666666666666667,6.178
462,first-fit,hierarchical,100,42,0.0,kill,0.1,0.6316666666666667,6.026
463,first-fit,hierarchical,100,42,0.5,degrade,0.4,0.0672222222222222,6.069
464,first-fit,hierarchical,100,42,0.5,degrade,0.5,0.0911111111111111,6.617
465,first-fit,hierarchical,100,42,0.5,degrade,0.6,0.1266666666666666,6.604
466,first-fit,hierarchical,100,42,0.5,kill,0.01,0.915,8.787
467,first-fit,hierarchical,100,42,0.5,kill,0.05,0.6883333333333334,7.599
468,first-fit,hierarchical,100,42,0.5,kill,0.1,0.6066666666666667,6.85
469,first-fit,hierarchical,100,3997,0.0,degrade,0.4,0.0688888888888888,5.643
470,first-fit,hierarchical,100,3997,0.0,degrade,0.5,0.0922222222222222,5.913
471,first-fit,hierarchical,100,3997,0.0,degrade,0.6,0.1266666666666666,5.7
472,first-fit,hierarchical,100,3997,0.0,kill,0.01,0.935,6.692
473,first-fit,hierarchical,100,3997,0.0,kill,0.05,0.8433333333333334,5.523
474,first-fit,hierarchical,100,3997,0.0,kill,0.1,0.6616666666666666,5.572
475,first-fit,hierarchical,100,3997,0.5,degrade,0.4,0.0677777777777777,5.427
476,first-fit,hierarchical,100,3997,0.5,degrade,0.5,0.0905555555555555,6.074
477,first-fit,hierarchical,100,3997,0.5,degrade,0.6,0.1272222222222222,5.667
478,first-fit,hierarchical,100,3997,0.5,kill,0.01,0.8933333333333333,7.185
479,first-fit,hierarchical,100,3997,0.5,kill,0.05,0.725,6.941
480,first-fit,hierarchical,100,3997,0.5,kill,0.1,0.595,6.472
481,first-fit,random,100,42,0.0,degrade,0.4,0.0677777777777777,5.908
482,first-fit,random,100,42,0.0,degrade,0.5,0.0916666666666666,5.923
483,first-fit,random,100,42,0.0,degrade,0.6,0.1255555555555555,7.064
484,first-fit,random,100,42,0.0,kill,0.01,0.9366666666666666,8.117
485,first-fit,random,100,42,0.0,kill,0.05,0.74,6.634
486,first-fit,random,100,42,0.0,kill,0.1,0.6783333333333333,6.791
487,first-fit,random,100,42,0.5,degrade,0.4,0.0666666666666666,6.489
488,first-fit,random,100,42,0.5,degrade,0.5,0.0911111111111111,6.9
489,first-fit,random,100,42,0.5,degrade,0.6,0.125,8.536
490,first-fit,random,100,42,0.5,kill,0.01,0.9283333333333332,9.579
491,first-fit,random,100,42,0.5,kill,0.05,0.7366666666666667,8.054
492,first-fit,random,100,42,0.5,kill,0.1,0.6066666666666667,8.274
493,first-fit,random,100,3997,0.0,degrade,0.4,0.0688888888888888,6.77
494,first-fit,random,100,3997,0.0,degrade,0.5,0.0922222222222222,7.587
495,first-fit,random,100,3997,0.0,degrade,0.6,0.1266666666666666,7.483
496,first-fit,random,100,3997,0.0,kill,0.01,0.935,7.889
497,first-fit,random,100,3997,0.0,kill,0.05,0.8083333333333333,6.851
498,first-fit,random,100,3997,0.0,kill,0.1,0.7133333333333334,6.874
499,first-fit,random,100,3997,0.5,degrade,0.4,0.0677777777777777,6.467
500,first-fit,random,100,3997,0.5,degrade,0.5,0.0905555555555555,7.481
501,first-fit,random,100,3997,0.5,degrade,0.6,0.1272222222222222,6.733
502,first-fit,random,100,3997,0.5,kill,0.01,0.9033333333333332,8.361
503,first-fit,random,100,3997,0.5,kill,0.05,0.7583333333333333,8.072
504,first-fit,random,100,3997,0.5,kill,0.1,0.6183333333333333,7.928
505,best-fit,star,100,42,0.0,degrade,0.4,0.0161111111111111,2.415
506,best-fit,star,100,42,0.0,degrade,0.5,0.0155555555555555,2.486
507,best-fit,star,100,42,0.0,degrade,0.6,0.0294444444444444,2.746
508,best-fit,star,100,42,0.0,kill,0.01,0.185,3.874
509,best-fit,star,100,42,0.0,kill,0.05,0.1,4.217
510,best-fit,star,100,42,0.0,kill,0.1,0.1338888888888889,3.894
511,best-fit,star,100,42,0.5,degrade,0.4,0.0094444444444444,2.449
512,best-fit,star,100,42,0.5,degrade,0.5,0.0216666666666666,2.535
513,best-fit,star,100,42,0.5,degrade,0.6,0.0283333333333333,2.803
514,best-fit,star,100,42,0.5,kill,0.01,0.0055555555555555,5.065
515,best-fit,star,100,42,0.5,kill,0.05,0.0477777777777777,4.645
516,best-fit,star,100,42,0.5,kill,0.1,0.0333333333333333,4.002
517,best-fit,star,100,3997,0.0,degrade,0.4,0.0338888888888888,2.233
518,best-fit,star,100,3997,0.0,degrade,0.5,0.0461111111111111,2.297
519,best-fit,star,100,3997,0.0,degrade,0.6,0.09,2.366
520,best-fit,star,100,3997,0.0,kill,0.01,0.3155555555555555,3.606
521,best-fit,star,100,3997,0.0,kill,0.05,0.2066666666666666,3.991
522,best-fit,star,100,3997,0.0,kill,0.1,0.1422222222222222,3.748
523,best-fit,star,100,3997,0.5,degrade,0.4,0.0388888888888888,2.336
524,best-fit,star,100,3997,0.5,degrade,0.5,0.0616666666666666,2.389
525,best-fit,star,100,3997,0.5,degrade,0.6,0.0955555555555555,2.693
526,best-fit,star,100,3997,0.5,kill,0.01,0.1461111111111111,4.77
527,best-fit,star,100,3997,0.5,kill,0.05,0.0472222222222222,4.557
528,best-fit,star,100,3997,0.5,kill,0.1,0.0588888888888888,4.356
529,best-fit,hierarchical,100,42,0.0,degrade,0.4,0.0677777777777777,7.776
530,best-fit,hierarchical,100,42,0.0,degrade,0.5,0.0905555555555555,8.539
531,best-fit,hierarchical,100,42,0.0,degrade,0.6,0.1244444444444444,8.924
532,best-fit,hierarchical,100,42,0.0,kill,0.01,0.91,10.415
533,best-fit,hierarchical,100,42,0.0,kill,0.05,0.6911111111111111,9.164
534,best-fit,hierarchical,100,42,0.0,kill,0.1,0.595,8.345
535,best-fit,hierarchical,100,42,0.5,degrade,0.4,0.0666666666666666,7.436
536,best-fit,hierarchical,100,42,0.5,degrade,0.5,0.0888888888888888,8.357
537,best-fit,hierarchical,100,42,0.5,degrade,0.6,0.12,9.682
538,best-fit,hierarchical,100,42,0.5,kill,0.01,0.8783333333333333,13.283
539,best-fit,hierarchical,100,42,0.5,kill,0.05,0.6322222222222222,10.637
540,best-fit,hierarchical,100,42,0.5,kill,0.1,0.5383333333333333,9.882
541,best-fit,hierarchical,100,3997,0.0,degrade,0.4,0.0672222222222222,5.817
542,best-fit,hierarchical,100,3997,0.0,degrade,0.5,0.0894444444444444,6.271
543,best-fit,hierarchical,100,3997,0.0,degrade,0.6,0.1244444444444444,6.584
544,best-fit,hierarchical,100,3997,0.0,kill,0.01,0.9383333333333334,9.11
545,best-fit,hierarchical,100,3997,0.0,kill,0.05,0.735,7.873
546,best-fit,hierarchical,100,3997,0.0,kill,0.1,0.6211111111111111,7.617
547,best-fit,hierarchical,100,3997,0.5,degrade,0.4,0.065,6.586
548,best-fit,hierarchical,100,3997,0.5,degrade,0.5,0.0894444444444444,6.819
549,best-fit,hierarchical,100,3997,0.5,degrade,0.6,0.1188888888888888,8.231
550,best-fit,hierarchical,100,3997,0.5,kill,0.01,0.8733333333333333,10.57
551,best-fit,hierarchical,100,3997,0.5,kill,0.05,0.645,9.952
552,best-fit,hierarchical,100,3997,0.5,kill,0.1,0.55,9.184
553,best-fit,random,100,42,0.0,degrade,0.4,0.0677777777777777,8.573
554,best-fit,random,100,42,0.0,degrade,0.5,0.0905555555555555,8.72
555,best-fit,random,100,42,0.0,degrade,0.6,0.1244444444444444,10.051
556,best-fit,random,100,42,0.0,kill,0.01,0.9283333333333332,10.162
557,best-fit,random,100,42,0.0,kill,0.05,0.725,9.094
558,best-fit,random,100,42,0.0,kill,0.1,0.5983333333333334,9.091
559,best-fit,random,100,42,0.5,degrade,0.4,0.0661111111111111,7.598
560,best-fit,random,100,42,0.5,degrade,0.5,0.0888888888888888,9.167
561,best-fit,random,100,42,0.5,degrade,0.6,0.1211111111111111,9.81
562,best-fit,random,100,42,0.5,kill,0.01,0.8933333333333333,14.085
563,best-fit,random,100,42,0.5,kill,0.05,0.67,11.479
564,best-fit,random,100,42,0.5,kill,0.1,0.5716666666666667,10.288
565,best-fit,random,100,3997,0.0,degrade,0.4,0.0672222222222222,6.835
566,best-fit,random,100,3997,0.0,degrade,0.5,0.0894444444444444,7.744
567,best-fit,random,100,3997,0.0,degrade,0.6,0.1244444444444444,8.512
568,best-fit,random,100,3997,0.0,kill,0.01,0.9366666666666666,11.257
569,best-fit,random,100,3997,0.0,kill,0.05,0.725,9.663
570,best-fit,random,100,3997,0.0,kill,0.1,0.605,9.253
571,best-fit,random,100,3997,0.5,degrade,0.4,0.0661111111111111,7.302
572,best-fit,random,100,3997,0.5,degrade,0.5,0.09,7.949
573,best-fit,random,100,3997,0.5,degrade,0.6,0.1205555555555555,9.162
574,best-fit,random,100,3997,0.5,kill,0.01,0.8983333333333333,14.152
575,best-fit,random,100,3997,0.5,kill,0.05,0.665,11.578
576,best-fit,random,100,3997,0.5,kill,0.1,0.565,11.064
577,min-energy,star,100,42,0.0,degrade,0.4,0.0,2.528
578,min-energy,star,100,42,0.0,degrade,0.5,0.0005555555555555,2.627
579,min-energy,star,100,42,0.0,degrade,0.6,0.0005555555555555,2.867
580,min-energy,star,100,42,0.0,kill,0.01,0.6033333333333334,2.515
581,min-energy,star,100,42,0.0,kill,0.05,0.3194444444444444,2.903
582,min-energy,star,100,42,0.0,kill,0.1,0.2355555555555555,2.943
583,min-energy,star,100,42,0.5,degrade,0.4,0.0,2.685
584,min-energy,star,100,42,0.5,degrade,0.5,0.0,2.944
585,min-energy,star,100,42,0.5,degrade,0.6,0.0,3.126
586,min-energy,star,100,42,0.5,kill,0.01,0.4438888888888889,3.076
587,min-energy,star,100,42,0.5,kill,0.05,0.1911111111111111,3.17
588,min-energy,star,100,42,0.5,kill,0.1,0.1,3.383
589,min-energy,star,100,3997,0.0,degrade,0.4,0.0016666666666666,2.418
590,min-energy,star,100,3997,0.0,degrade,0.5,0.0033333333333333,2.624
591,min-energy,star,100,3997,0.0,degrade,0.6,0.0038888888888888,2.758
592,min-energy,star,100,3997,0.0,kill,0.01,0.8177777777777778,2.469
593,min-energy,star,100,3997,0.0,kill,0.05,0.4416666666666666,2.789
594,min-energy,star,100,3997,0.0,kill,0.1,0.2961111111111111,2.866
595,min-energy,star,100,3997,0.5,degrade,0.4,0.0133333333333333,2.644
596,min-energy,star,100,3997,0.5,degrade,0.5,0.0183333333333333,2.682
597,min-energy,star,100,3997,0.5,degrade,0.6,0.0244444444444444,2.831
598,min-energy,star,100,3997,0.5,kill,0.01,0.2638888888888889,3.498
599,min-energy,star,100,3997,0.5,kill,0.05,0.1377777777777777,3.179
600,min-energy,star,100,3997,0.5,kill,0.1,0.0727777777777777,3.335
601,min-energy,hierarchical,100,42,0.0,degrade,0.4,0.0183333333333333,6.356
602,min-energy,hierarchical,100,42,0.0,degrade,0.5,0.0244444444444444,7.057
603,min-energy,hierarchical,100,42,0.0,degrade,0.6,0.0338888888888888,8.218
604,min-energy,hierarchical,100,42,0.0,kill,0.01,0.82,6.534
605,min-energy,hierarchical,100,42,0.0,kill,0.05,0.36,6.447
606,min-energy,hierarchical,100,42,0.0,kill,0.1,0.355,5.732
607,min-energy,hierarchical,100,42,0.5,degrade,0.4,0.0177777777777777,6.508
608,min-energy,hierarchical,100,42,0.5,degrade,0.5,0.0238888888888888,7.4
609,min-energy,hierarchical,100,42,0.5,degrade,0.6,0.0327777777777777,7.985
610,min-energy,hierarchical,100,42,0.5,kill,0.01,0.4216666666666667,7.797
611,min-energy,hierarchical,100,42,0.5,kill,0.05,0.1966666666666666,7.149
612,min-energy,hierarchical,100,42,0.5,kill,0.1,0.1866666666666666,6.75
613,min-energy,hierarchical,100,3997,0.0,degrade,0.4,0.0194444444444444,5.515
614,min-energy,hierarchical,100,3997,0.0,degrade,0.5,0.025,5.753
615,min-energy,hierarchical,100,3997,0.0,degrade,0.6,0.035,5.638
616,min-energy,hierarchical,100,3997,0.0,kill,0.01,0.7716666666666666,5.172
617,min-energy,hierarchical,100,3997,0.0,kill,0.05,0.4922222222222222,5.716
618,min-energy,hierarchical,100,3997,0.0,kill,0.1,0.3616666666666667,6.14
619,min-energy,hierarchical,100,3997,0.5,degrade,0.4,0.0027777777777777,6.292
620,min-energy,hierarchical,100,3997,0.5,degrade,0.5,0.0183333333333333,6.79
621,min-energy,hierarchical,100,3997,0.5,degrade,0.6,0.0233333333333333,6.614
622,min-energy,hierarchical,100,3997,0.5,kill,0.01,0.3883333333333333,8.027
623,min-energy,hierarchical,100,3997,0.5,kill,0.05,0.31,6.843
624,min-energy,hierarchical,100,3997,0.5,kill,0.1,0.1633333333333333,6.695
625,min-energy,random,100,42,0.0,degrade,0.4,0.0183333333333333,7.178
626,min-energy,random,100,42,0.0,degrade,0.5,0.0244444444444444,6.968
627,min-energy,random,100,42,0.0,degrade,0.6,0.0338888888888888,7.532
628,min-energy,random,100,42,0.0,kill,0.01,0.82,7.403
629,min-energy,random,100,42,0.0,kill,0.05,0.36,6.867
630,min-energy,random,100,42,0.0,kill,0.1,0.3933333333333333,6.15
631,min-energy,random,100,42,0.5,degrade,0.4,0.0177777777777777,7.689
632,min-energy,random,100,42,0.5,degrade,0.5,0.0238888888888888,8.454
633,min-energy,random,100,42,0.5,degrade,0.6,0.0327777777777777,9.529
634,min-energy,random,100,42,0.5,kill,0.01,0.4133333333333333,8.93
635,min-energy,random,100,42,0.5,kill,0.05,0.1966666666666666,8.136
636,min-energy,random,100,42,0.5,kill,0.1,0.1816666666666666,7.597
637,min-energy,random,100,3997,0.0,degrade,0.4,0.0194444444444444,6.699
638,min-energy,random,100,3997,0.0,degrade,0.5,0.025,7.105
639,min-energy,random,100,3997,0.0,degrade,0.6,0.035,7.469
640,min-energy,random,100,3997,0.0,kill,0.01,0.475,7.232
641,min-energy,random,100,3997,0.0,kill,0.05,0.4966666666666666,7.333
642,min-energy,random,100,3997,0.0,kill,0.1,0.3616666666666667,7.045
643,min-energy,random,100,3997,0.5,degrade,0.4,0.0161111111111111,7.337
644,min-energy,random,100,3997,0.5,degrade,0.5,0.0083333333333333,7.726
645,min-energy,random,100,3997,0.5,degrade,0.6,0.0111111111111111,8.391
646,min-energy,random,100,3997,0.5,kill,0.01,0.3933333333333333,9.739
647,min-energy,random,100,3997,0.5,kill,0.05,0.3166666666666666,8.005
648,min-energy,random,100,3997,0.5,kill,0.1,0.23,7.399
649,first-fit,star,300,42,0.0,degrade,0.4,0.065,4.668
650,first-fit,star,300,42,0.0,degrade,0.5,0.0883333333333333,4.832
651,first-fit,star,300,42,0.0,degrade,0.6,0.12,4.993
652,first-fit,star,300,42,0.0,kill,0.01,0.8616666666666667,6.024
653,first-fit,star,300,42,0.0,kill,0.05,0.6238888888888889,5.753
654,first-fit,star,300,42,0.0,kill,0.1,0.5044444444444445,6.053
655,first-fit,star,300,42,0.5,degrade,0.4,0.0638888888888888,5.277
656,first-fit,star,300,42,0.5,degrade,0.5,0.0861111111111111,5.222
657,first-fit,star,300,42,0.5,degrade,0.6,0.12,5.505
658,first-fit,star,300,42,0.5,kill,0.01,0.8572222222222222,6.136
659,first-fit,star,300,42,0.5,kill,0.05,0.4461111111111111,7.131
660,first-fit,star,300,42,0.5,kill,0.1,0.3572222222222222,6.45
661,first-fit,star,300,3997,0.0,degrade,0.4,0.065,5.013
662,first-fit,star,300,3997,0.0,degrade,0.5,0.0911111111111111,5.116
663,first-fit,star,300,3997,0.0,degrade,0.6,0.1222222222222222,5.158
664,first-fit,star,300,3997,0.0,kill,0.01,0.9138888888888888,5.569
665,first-fit,star,300,3997,0.0,kill,0.05,0.605,6.277
666,first-fit,star,300,3997,0.0,kill,0.1,0.4744444444444444,6.2
667,first-fit,star,300,3997,0.5,degrade,0.4,0.0472222222222222,5.248
668,first-fit,star,300,3997,0.5,degrade,0.5,0.0688888888888888,5.799
669,first-fit,star,300,3997,0.5,degrade,0.6,0.0905555555555555,6.336
670,first-fit,star,300,3997,0.5,kill,0.01,0.7155555555555555,7.014
671,first-fit,star,300,3997,0.5,kill,0.05,0.4561111111111111,6.606
672,first-fit,star,300,3997,0.5,kill,0.1,0.3244444444444444,6.46
673,first-fit,hierarchical,300,42,0.0,degrade,0.4,0.07,42.649
674,first-fit,hierarchical,300,42,0.0,degrade,0.5,0.0922222222222222,51.702
675,first-fit,hierarchical,300,42,0.0,degrade,0.6,0.1283333333333333,59.457
676,first-fit,hierarchical,300,42,0.0,kill,0.01,0.9366666666666666,45.365
677,first-fit,hierarchical,300,42,0.0,kill,0.05,0.79,38.337
678,first-fit,hierarchical,300,42,0.0,kill,0.1,0.685,38.155
679,first-fit,hierarchical,300,42,0.5,degrade,0.4,0.0683333333333333,50.452
680,first-fit,hierarchical,300,42,0.5,degrade,0.5,0.0922222222222222,54.222
681,first-fit,hierarchical,300,42,0.5,degrade,0.6,0.1272222222222222,61.04
682,first-fit,hierarchical,300,42,0.5,kill,0.01,0.9266666666666666,61.769
683,first-fit,hierarchical,300,42,0.5,kill,0.05,0.7316666666666667,48.728
684,first-fit,hierarchical,300,42,0.5,kill,0.1,0.6383333333333333,44.153
685,first-fit,hierarchical,300,3997,0.0,degrade,0.4,0.0666666666666666,49.403
686,first-fit,hierarchical,300,3997,0.0,degrade,0.5,0.0927777777777777,55.137
687,first-fit,hierarchical,300,3997,0.0,degrade,0.6,0.1255555555555555,60.765
688,first-fit,hierarchical,300,3997,0.0,kill,0.01,0.955,45.579
689,first-fit,hierarchical,300,3997,0.0,kill,0.05,0.7883333333333333,39.774
690,first-fit,hierarchical,300,3997,0.0,kill,0.1,0.6866666666666666,38.73
691,first-fit,hierarchical,300,3997,0.5,degrade,0.4,0.0688888888888888,57.065
692,first-fit,hierarchical,300,3997,0.5,degrade,0.5,0.0922222222222222,57.58
693,first-fit,hierarchical,300,3997,0.5,degrade,0.6,0.1277777777777777,61.32
694,first-fit,hierarchical,300,3997,0.5,kill,0.01,0.9133333333333332,63.233
695,first-fit,hierarchical,300,3997,0.5,kill,0.05,0.745,48.958
696,first-fit,hierarchical,300,3997,0.5,kill,0.1,0.6433333333333333,47.408
697,first-fit,random,300,42,0.0,degrade,0.4,0.07,56.26
698,first-fit,random,300,42,0.0,degrade,0.5,0.0922222222222222,63.359
699,first-fit,random,300,42,0.0,degrade,0.6,0.1283333333333333,71.523
700,first-fit,random,300,42,0.0,kill,0.01,0.9366666666666666,56.135
701,first-fit,random,300,42,0.0,kill,0.05,0.79,45.484
702,first-fit,random,300,42,0.0,kill,0.1,0.6816666666666666,45.397
703,first-fit,random,300,42,0.5,degrade,0.4,0.0683333333333333,62.574
704,first-fit,random,300,42,0.5,degrade,0.5,0.0922222222222222,72.288
705,first-fit,random,300,42,0.5,degrade,0.6,0.1272222222222222,80.684
706,first-fit,random,300,42,0.5,kill,0.01,0.9166666666666666,74.757
707,first-fit,random,300,42,0.5,kill,0.05,0.7433333333333333,57.541
708,first-fit,random,300,42,0.5,kill,0.1,0.6333333333333333,52.715
709,first-fit,random,300,3997,0.0,degrade,0.4,0.0666666666666666,57.91
710,first-fit,random,300,3997,0.0,degrade,0.5,0.0927777777777777,59.981
711,first-fit,random,300,3997,0.0,degrade,0.6,0.1255555555555555,65.112
712,first-fit,random,300,3997,0.0,kill,0.01,0.9516666666666668,55.26
713,first-fit,random,300,3997,0.0,kill,0.05,0.7883333333333333,44.253
714,first-fit,random,300,3997,0.0,kill,0.1,0.6866666666666666,45.093
715,first-fit,random,300,3997,0.5,degrade,0.4,0.0688888888888888,66.524
716,first-fit,random,300,3997,0.5,degrade,0.5,0.0922222222222222,64.311
717,first-fit,random,300,3997,0.5,degrade,0.6,0.1277777777777777,67.826
